"Id","Rank"
"1008","6"
"1015","6"
"1017","6"
"1019","6"
"1020","6"
"1027","6"
"1033","6"
"1048","6"
"1049","6"
"1054","6"
"10860","6"
"10861","6"
"10873","6"
"1088","6"
"1179","6"
"1184","6"
"11900","6"
"1286","6"
"1305","6"
"1309","6"
"1316","6"
"1332","6"
"1440","6"
"1451","6"
"1461","6"
"1475","6"
"14904","6"
"1530","6"
"1619","6"
"1620","6"
"1622","6"
"1624","6"
"1625","6"
"1626","6"
"1627","6"
"1628","6"
"1631","6"
"1633","6"
"1634","6"
"1635","6"
"1636","6"
"1640","6"
"1644","6"
"1646","6"
"1647","6"
"1648","6"
"1649","6"
"1650","6"
"1651","6"
"1653","6"
"1670","6"
"1671","6"
"1672","6"
"1673","6"
"1676","6"
"1677","6"
"1678","6"
"1679","6"
"1680","6"
"1682","6"
"1683","6"
"1726","6"
"1727","6"
"1728","6"
"1730","6"
"17929","6"
"20950","6"
"20955","6"
"22018","6"
"22021","6"
"22032","6"
"22033","6"
"22034","6"
"22035","6"
"22036","6"
"22037","6"
"22038","6"
"22039","6"
"22040","6"
"22041","6"
"22051","6"
"22052","6"
"22070","6"
"22071","6"
"22073","6"
"22075","6"
"22087","6"
"22090","6"
"22092","6"
"22093","6"
"22103","6"
"22106","6"
"22107","6"
"22108","6"
"22109","6"
"22113","6"
"22114","6"
"22115","6"
"22116","6"
"22117","6"
"22119","6"
"23133","6"
"23136","6"
"24220","6"
"24269","6"
"24272","6"
"24279","6"
"24339","6"
"24354","6"
"25410","6"
"25422","6"
"25429","6"
"25430","6"
"25455","6"
"2704","6"
"2705","6"
"2710","6"
"2714","6"
"2716","6"
"2718","6"
"2719","6"
"2720","6"
"2722","6"
"2726","6"
"27458","6"
"27461","6"
"27469","6"
"27483","6"
"27485","6"
"27486","6"
"27487","6"
"27495","6"
"27496","6"
"27498","6"
"27506","6"
"28495","6"
"28496","6"
"28497","6"
"29537","6"
"29555","6"
"30548","6"
"30550","6"
"31543","6"
"31554","6"
"31558","6"
"31559","6"
"31566","6"
"31571","6"
"31579","6"
"31584","6"
"31594","6"
"32605","6"
"32609","6"
"32616","6"
"32620","6"
"32633","6"
"32643","6"
"32644","6"
"32651","6"
"32676","6"
"32691","6"
"32716","6"
"32744","6"
"32750","6"
"32765","6"
"32766","6"
"32770","6"
"33759","6"
"33771","6"
"33772","6"
"33774","6"
"33778","6"
"34828","6"
"35848","6"
"35855","6"
"35859","6"
"35860","6"
"35861","6"
"35872","6"
"35873","6"
"35874","6"
"35878","6"
"35879","6"
"35916","6"
"36945","6"
"36947","6"
"36948","6"
"36949","6"
"3729","6"
"3730","6"
"37952","6"
"37964","6"
"37969","6"
"37970","6"
"37975","6"
"37976","6"
"37977","6"
"37980","6"
"37982","6"
"37983","6"
"38002","6"
"38005","6"
"38016","6"
"38024","6"
"38037","6"
"38040","6"
"38043","6"
"38045","6"
"38050","6"
"38053","6"
"38074","6"
"38078","6"
"38083","6"
"38085","6"
"38087","6"
"38106","6"
"38114","6"
"38120","6"
"38121","6"
"38123","6"
"38142","6"
"38143","6"
"38144","6"
"38145","6"
"38146","6"
"38147","6"
"38152","6"
"38155","6"
"38156","6"
"38159","6"
"38171","6"
"38178","6"
"38184","6"
"38185","6"
"38201","6"
"38203","6"
"38232","6"
"38234","6"
"38238","6"
"38245","6"
"38247","6"
"38248","6"
"38249","6"
"38253","6"
"38257","6"
"38258","6"
"38262","6"
"38263","6"
"38266","6"
"38274","6"
"38276","6"
"38277","6"
"38284","6"
"38296","6"
"38307","6"
"38324","6"
"38330","6"
"38344","6"
"38355","6"
"38358","6"
"38359","6"
"38363","6"
"38368","6"
"38385","6"
"38392","6"
"38395","6"
"38396","6"
"38397","6"
"38399","6"
"38400","6"
"38404","6"
"38408","6"
"38410","6"
"38414","6"
"38415","6"
"38416","6"
"38417","6"
"38420","6"
"38421","6"
"38422","6"
"38423","6"
"38424","6"
"38425","6"
"38426","6"
"38427","6"
"38428","6"
"38430","6"
"38432","6"
"38433","6"
"38434","6"
"38436","6"
"38442","6"
"38443","6"
"38449","6"
